"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Wukong",0.518,800551,414685,0.5045,690407,348310,0,0.0117,0.0151,0
"Aatrox",0.4781,848383,405612,0.4796,727459,348889,0,0.0233,0.0267,0
"Akali",0.4631,357889,165738,0.4627,375424,173709,0,0.0392,0.0437,0
"Camille",0.494,612323,302488,0.498,665552,331445,0,0.0047,0.0081,0
"Cho'Gath",0.4852,311266,151026,0.4873,308459,150312,0,0.0141,0.0191,0
"Darius",0.4956,1619122,802437,0.4999,1571155,785420,0,0.0032,0.0066,0
"Dr. Mundo",0.5102,356877,182079,0.5132,354686,182025,0,-0.0106,-0.0059,0
"Fiddlesticks",0.5113,184949,94564,0.513,139186,71402,0,-0.0157,-0.0083,0
"Fiora",0.5034,939809,473100,0.502,865704,434583,0.0023,9e-04,0.0043,0.0019
"Gangplank",0.472,355268,167686,0.47,352827,165829,0,0.0316,0.0362,0
"Garen",0.5225,2101412,1097988,0.524,2078222,1088988,0,-0.0205,-0.0172,0
"Gragas",0.4753,34622,16456,0.478,44015,21039,0,0.0196,0.0328,0
"Hecarim",0.4983,76890,38314,0.4977,70126,34902,0.2509,-0.0022,0.0083,6e-04
"Heimerdinger",0.5011,128251,64267,0.4977,129927,64665,1e-04,0.0037,0.0114,0
"Illaoi",0.5016,618595,310287,0.5012,596439,298935,3e-04,0.0015,0.0051,2e-04
"Irelia",0.4622,815045,376714,0.4622,756213,349522,0,0.0405,0.0438,0
"Jax",0.5007,1043653,522557,0.4987,977408,487433,0,0.0038,0.0071,0
"Jayce",0.4767,325526,155178,0.4766,336155,160211,0,0.0253,0.0301,0
"Kayle",0.5064,455895,230865,0.5057,452184,228669,0.2894,-0.0032,9e-04,0.2098
"Kennen",0.4815,231706,111566,0.4855,260756,126597,0,0.0177,0.0231,0
"Kled",0.5093,300929,153263,0.5113,267916,136985,0,-0.0104,-0.005,0
"Lissandra",0.4877,23966,11688,0.4891,23468,11478,0.0025,0.0049,0.023,0
"Malphite",0.5148,865269,445440,0.5157,900767,464526,0,-0.0132,-0.0099,0
"Maokai",0.5214,460400,240053,0.5211,502505,261855,0,-0.0188,-0.0149,0
"Mordekaiser",0.4953,1517234,751486,0.4959,1508048,747841,0,0.0071,0.0104,0
"Nasus",0.5204,1028402,535180,0.5199,1015567,527993,0,-0.0174,-0.014,0
"Neeko",0.5068,47839,24245,0.5028,52332,26313,0.5319,-0.0041,0.008,0.4558
"Olaf",0.4861,143278,69647,0.489,138214,67587,0,0.0131,0.0206,0
"Pantheon",0.4618,124538,57512,0.4586,119433,54772,0,0.0418,0.0498,0
"Poppy",0.4958,354389,175706,0.4975,325625,161998,0,0.0049,0.0097,0
"Quinn",0.516,404054,208492,0.5157,408950,210896,0,-0.0139,-0.0095,0
"Renekton",0.4852,1195708,580158,0.4843,1118117,541504,0,0.0189,0.0222,0
"Rengar",0.5117,148689,76084,0.5107,152564,77914,0,-0.0115,-0.0044,0
"Rumble",0.4846,119917,58112,0.48,166078,79717,0,0.0215,0.0283,0
"Sett",0.4955,1241582,615204,0.4977,1260855,627528,0,0.0046,0.0079,0
"Shen",0.5156,848544,437509,0.5142,879143,452055,0,-0.0111,-0.0078,0
"Shyvana",0.5131,80266,41184,0.5141,61737,31739,0.0038,-0.0138,-0.0027,0
"Singed",0.5216,319308,166551,0.524,310915,162919,0,-0.0216,-0.0167,0
"Sion",0.5155,274203,141352,0.5145,311310,160169,0,-0.0124,-0.0074,0
"Skarner",0.4964,23460,11646,0.5022,25904,13009,0.8247,-0.0076,0.0095,0.4675
"Sylas",0.4721,276209,130398,0.4748,309713,147052,0,0.0286,0.0336,0
"Tahm Kench",0.4949,114048,56442,0.5004,109998,55043,0.0748,-4e-04,0.008,0.0115
"Teemo",0.5161,1006960,519692,0.5134,1104886,567248,0,-0.0103,-0.0069,0
"Tryndamere",0.5028,732673,368388,0.5014,759754,380941,2e-04,0.0016,0.0049,2e-04
"Udyr",0.4476,24987,11184,0.4514,25890,11687,0,0.0461,0.0633,0
"Urgot",0.5305,866237,459539,0.5323,871538,463920,0,-0.0298,-0.0265,0
"Vayne",0.4936,385672,190368,0.4914,387419,190378,0,0.0121,0.0166,0
"Vladimir",0.4816,400749,193001,0.4808,420861,202350,0,0.0223,0.0266,0
"Yasuo",0.4833,394447,190636,0.4796,409784,196532,0,0.023,0.0274,0
"Zac",0.5189,83586,43373,0.5173,89917,46514,0,-0.0171,-0.0079,0
