"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Xayah",0.4705,871104,409854,0.4841,1199376,580618,0,-0.0148,-0.0119,0
"Caitlyn",0.5029,4048416,2035948,0.5022,3934300,1975805,0,-0.0201,-0.0175,0
"Cassiopeia",0.5348,109644,58638,0.5365,109729,58870,0,-0.0571,-0.0487,0
"Draven",0.4983,986026,491337,0.497,963765,478991,0,-0.0146,-0.0118,0
"Ezreal",0.4851,4487386,2176831,0.4869,4506839,2194380,1e-04,-0.0038,-0.0013,0
"Heimerdinger",0.5167,102995,53218,0.5144,104721,53868,0,-0.0326,-0.0241,0
"Jhin",0.5183,3156246,1635882,0.516,3076039,1587236,0,-0.0329,-0.0304,0
"Jinx",0.5133,2644325,1357332,0.5129,2572146,1319254,0,-0.0294,-0.0269,0
"Kai'Sa",0.4723,2866493,1353845,0.4724,2632075,1243392,0,0.0103,0.0128,0
"Kindred",0.4979,41285,20556,0.4971,31715,15766,2e-04,-0.0227,-0.0071,0
"Kog'Maw",0.5164,234949,121328,0.5157,294394,151819,0,-0.035,-0.0299,0
"Lucian",0.4876,2592655,1264179,0.4838,2466944,1193508,0.2542,-5e-04,0.002,0.5899
"Miss Fortune",0.5218,4417391,2304995,0.5204,4431960,2306392,0,-0.0372,-0.0347,0
"Quinn",0.4885,44206,21595,0.4831,45606,22032,0.6429,-0.005,0.008,0.6731
"Sivir",0.5044,591712,298460,0.503,598143,300866,0,-0.0204,-0.0169,0
"Tahm Kench",0.5108,54356,27765,0.5075,24947,12661,0,-0.0307,-0.0131,0
"Taliyah",0.5251,19739,10365,0.5114,16638,8509,0,-0.0428,-0.0214,0
"Twitch",0.5083,570495,289983,0.5097,624504,318310,0,-0.0268,-0.0233,0
"Vayne",0.5102,2712878,1384110,0.5098,2716910,1385081,0,-0.0265,-0.0239,0
"Veigar",0.5294,130425,69047,0.5278,128752,67955,0,-0.0473,-0.0396,0
"Yasuo",0.5301,473322,250908,0.5311,518722,275493,0,-0.0488,-0.045,0
"Ziggs",0.5256,77040,40492,0.5253,93674,49207,0,-0.0446,-0.0356,0
