"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Xayah",0.4916,759419,373330,0.4914,736860,362093,0.9304,-0.0015,0.0017,0.8072
"Ashe",0.5107,2341433,1195770,0.5138,2638200,1355507,0,-0.0235,-0.0202,0
"Caitlyn",0.5052,2816421,1422856,0.5063,2854421,1445193,0,-0.0167,-0.0134,0
"Corki",0.4676,23755,11108,0.4655,22487,10468,0,0.0217,0.0401,0
"Draven",0.5023,716400,359848,0.5036,706801,355945,0,-0.0138,-0.0105,0
"Ezreal",0.5,4692349,2346174,0.4971,4814903,2393488,0,-0.0074,-0.0042,0
"Heimerdinger",0.5125,58553,30008,0.5161,59735,30829,0,-0.031,-0.0196,0
"Jhin",0.5203,2242161,1166596,0.5222,2352272,1228356,0,-0.0325,-0.0293,0
"Jinx",0.5181,1763355,913594,0.5172,1806235,934185,0,-0.0272,-0.024,0
"Kai'Sa",0.4804,2180927,1047717,0.4824,2436930,1175575,0,0.007,0.0102,0
"Kog'Maw",0.5232,245436,128412,0.5214,336417,175408,0,-0.0332,-0.0284,0
"Miss Fortune",0.5034,2050270,1032106,0.5042,1935976,976119,0,-0.0146,-0.0114,0
"Sivir",0.5086,554122,281826,0.5099,561454,286285,0,-0.0206,-0.0169,0
"Taliyah",0.5144,13659,7026,0.5151,16464,8481,0,-0.0344,-0.0126,0
"Tristana",0.4915,1104587,542905,0.4905,1058335,519113,0.37,-9e-04,0.0024,0.2352
"Twitch",0.5135,570559,292982,0.5145,652796,335864,0,-0.0245,-0.0211,0
"Vayne",0.5094,2031079,1034632,0.5081,1964180,998000,0,-0.0185,-0.0153,0
"Veigar",0.5199,75580,39294,0.5185,79834,41394,0,-0.0317,-0.0219,0
"Ziggs",0.5118,67777,34688,0.5125,72014,36907,0,-0.0281,-0.0177,0
