"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Akali",0.4161,698382,290597,0.4293,562135,241325,0,-0.0153,-0.0117,0
"Aatrox",0.4871,130211,63426,0.4892,122630,59991,0,-0.0622,-0.0543,0
"Ahri",0.5163,1406992,726430,0.5121,1253351,641841,0,-0.0854,-0.0817,0
"Anivia",0.5183,291674,151175,0.518,271497,140635,0,-0.0907,-0.0855,0
"Brand",0.4981,183121,91213,0.4986,172471,85994,0,-0.0717,-0.065,0
"Camille",0.5101,64660,32983,0.5031,58941,29653,0,-0.0783,-0.067,0
"Cassiopeia",0.5112,684853,350097,0.5141,630188,323980,0,-0.0864,-0.0827,0
"Cho'Gath",0.511,168036,85866,0.5149,147202,75794,0,-0.0906,-0.0835,0
"Fizz",0.5272,1498431,789973,0.5261,1379959,725996,0,-0.099,-0.0953,0
"Gangplank",0.4723,58901,27819,0.4727,54665,25840,0,-0.0499,-0.0381,0
"Heimerdinger",0.5201,161360,83923,0.5156,147626,76116,0,-0.0891,-0.0819,0
"Irelia",0.4548,664663,302289,0.448,625939,280421,0,-0.0202,-0.0166,0
"Karma",0.4945,60280,29808,0.498,56040,27908,0,-0.0739,-0.0623,0
"Karthus",0.4783,48038,22977,0.478,45060,21539,0,-0.0594,-0.0463,0
"Kassadin",0.5042,845606,426355,0.5067,766300,388284,0,-0.0789,-0.0753,0
"Katarina",0.5078,1443286,732901,0.5051,1446172,730461,0,-0.0777,-0.074,0
"Kayle",0.5149,66252,34113,0.5191,60949,31639,0,-0.0972,-0.086,0
"Kennen",0.5181,59154,30648,0.5128,50137,25710,0,-0.0957,-0.0834,0
"Kled",0.5472,53820,29450,0.5467,47618,26033,0,-0.1228,-0.1102,0
"LeBlanc",0.4782,1230953,588642,0.4796,1142016,547711,0,-0.0515,-0.0478,0
"Lissandra",0.4873,259959,126678,0.4875,236326,115209,0,-0.0605,-0.0548,0
"Lucian",0.4726,298471,141057,0.4675,351899,164513,0,-0.0408,-0.0362,0
"Malzahar",0.5198,683937,355510,0.5187,647593,335906,0,-0.091,-0.0874,0
"Mordekaiser",0.5261,260795,137204,0.5294,247436,130993,0,-0.1031,-0.0976,0
"Morgana",0.5197,181324,94234,0.5194,177051,91960,0,-0.0948,-0.0882,0
"Neeko",0.4982,300003,149461,0.4987,268909,134105,0,-0.0727,-0.0673,0
"Nocturne",0.5301,197113,104490,0.5266,191030,100596,0,-0.1005,-0.0942,0
"Orianna",0.4891,763594,373474,0.4894,644485,315411,0,-0.0621,-0.0584,0
"Ornn",0.5036,138457,69727,0.516,209325,108012,0,-0.0901,-0.0841,0
"Pantheon",0.4963,324559,161079,0.4916,456876,224600,0,-0.0637,-0.0597,0
"Pyke",0.5213,204356,106531,0.5226,201170,105131,0,-0.0959,-0.0898,0
"Qiyana",0.469,739611,346878,0.4697,613091,287969,0,-0.0426,-0.0389,0
"Quinn",0.5213,39319,20497,0.5207,36486,18998,0,-0.1011,-0.0867,0
"Renekton",0.5139,149064,76604,0.5119,148849,76196,0,-0.0859,-0.0787,0
"Riven",0.4923,71068,34987,0.4902,59333,29085,0,-0.068,-0.0567,0
"Ryze",0.4577,718847,329016,0.4592,594693,273083,0,-0.0317,-0.0281,0
"Swain",0.5368,148542,79737,0.529,134522,71162,0,-0.1033,-0.0958,0
"Syndra",0.486,779182,378682,0.483,700013,338106,0,-0.0554,-0.0517,0
"Taliyah",0.5033,64795,32611,0.5001,61842,30927,0,-0.0779,-0.0668,0
"Talon",0.4932,1145924,565170,0.4914,1044550,513292,0,-0.0645,-0.0608,0
"Taric",0.6338,67274,42638,0.6504,73376,47724,0,-0.2272,-0.2172,0
"Twisted Fate",0.4913,507966,249564,0.4884,478000,233455,0,-0.0612,-0.0572,0
"Veigar",0.5084,930830,473234,0.5066,871613,441559,0,-0.0796,-0.0759,0
"Vel'Koz",0.5236,408739,214016,0.5229,372604,194835,0,-0.0961,-0.0916,0
"Viktor",0.5118,386790,197959,0.5106,400450,204470,0,-0.0836,-0.0793,0
"Vladimir",0.5034,951188,478828,0.5049,887529,448113,0,-0.0772,-0.0735,0
"Wukong",0.544,124620,67793,0.5389,122090,65794,0,-0.1131,-0.1053,0
"Xerath",0.5024,457079,229636,0.5032,419048,210865,0,-0.0758,-0.0715,0
"Yasuo",0.5041,2549903,1285406,0.5019,2459830,1234589,0,-0.0741,-0.0704,0
"Zed",0.4942,1846183,912384,0.493,1800350,887573,0,-0.0662,-0.0626,0
"Ziggs",0.5103,352623,179944,0.507,363444,184266,0,-0.0806,-0.076,0
"Zilean",0.5336,85216,45471,0.5355,87042,46611,0,-0.1133,-0.104,0
"Zoe",0.4812,642591,309215,0.4766,684769,326361,0,-0.049,-0.0453,0
