"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Akali",0.4333,669671,290168,0.4406,904651,398589,0,-0.0088,-0.0055,0
"Aatrox",0.4991,110033,54917,0.5037,110888,55854,0,-0.065,-0.0567,0
"Ahri",0.5103,1423288,726304,0.51,1481980,755810,0,-0.0705,-0.0676,0
"Annie",0.5034,430140,216532,0.5047,451737,227992,0,-0.0658,-0.0616,0
"Aurelion Sol",0.5039,116285,58596,0.5065,131108,66406,0,-0.0687,-0.0611,0
"Azir",0.4591,315968,145061,0.4545,404833,183997,0,-0.0152,-0.0109,0
"Brand",0.4956,226135,112073,0.4968,226170,112361,0,-0.0592,-0.0534,0
"Camille",0.5057,52314,26455,0.5106,46415,23699,0,-0.0752,-0.0624,0
"Cassiopeia",0.5099,683011,348267,0.5095,724216,368988,0,-0.0704,-0.0672,0
"Cho'Gath",0.5067,167883,85066,0.5091,153946,78374,0,-0.0715,-0.0645,0
"Diana",0.5245,1722512,903458,0.5241,1812886,950134,0,-0.0843,-0.0814,0
"Ekko",0.5159,1157204,597002,0.5161,1220122,629705,0,-0.0766,-0.0737,0
"Fizz",0.52,1641319,853486,0.5204,1755089,913348,0,-0.0812,-0.0783,0
"Gangplank",0.47,56197,26413,0.4744,54919,26054,0,-0.0398,-0.0279,0
"Heimerdinger",0.5115,226938,116079,0.5102,230086,117390,0,-0.0721,-0.0663,0
"Irelia",0.4528,814944,369007,0.4534,825960,374490,0,-0.0141,-0.0111,0
"Jayce",0.4905,113577,55710,0.4902,122530,60064,0,-0.0535,-0.0456,0
"Karma",0.492,68512,33708,0.4877,64982,31692,0,-0.0518,-0.041,0
"Karthus",0.4794,52315,25080,0.4765,52087,24819,0,-0.0392,-0.0271,0
"Kassadin",0.4977,915340,455565,0.4978,1069585,532439,0,-0.0588,-0.0559,0
"Katarina",0.5073,1630358,827081,0.5075,1677699,851432,0,-0.0688,-0.0659,0
"Kayle",0.5109,73174,37385,0.5073,72718,36890,0,-0.072,-0.0618,0
"Kennen",0.5094,63566,32381,0.5094,65579,33406,0,-0.0758,-0.0651,0
"Kled",0.5491,56901,31244,0.5498,52429,28825,0,-0.1142,-0.1022,0
"LeBlanc",0.4754,1195227,568211,0.4755,1252196,595419,0,-0.0368,-0.0339,0
"Lissandra",0.4955,324248,160665,0.491,338751,166327,0,-0.0525,-0.0478,0
"Lucian",0.4641,352720,163697,0.4682,375618,175864,0,-0.0303,-0.0258,0
"Lux",0.5138,1289576,662584,0.5128,1379509,707412,0,-0.0733,-0.0704,0
"Malphite",0.5152,300851,154998,0.5159,290360,149797,0,-0.0786,-0.0734,0
"Malzahar",0.5179,707342,366332,0.5175,756159,391312,0,-0.0784,-0.0752,0
"Mordekaiser",0.5256,284201,149376,0.5238,281051,147215,0,-0.0865,-0.0813,0
"Neeko",0.5153,460492,237292,0.5139,479848,246594,0,-0.0752,-0.0712,0
"Orianna",0.4834,686680,331941,0.4821,715481,344933,0,-0.0433,-0.04,0
"Pantheon",0.4874,662623,322962,0.49,641092,314135,0,-0.0511,-0.0477,0
"Pyke",0.5183,197337,102280,0.5206,223865,116544,0,-0.0826,-0.0768,0
"Qiyana",0.4621,431982,199619,0.4633,423417,196169,0,-0.0255,-0.0213,0
"Quinn",0.5088,36017,18325,0.5094,33866,17251,0,-0.0779,-0.0629,0
"Renekton",0.5138,182979,94015,0.516,185233,95580,0,-0.0774,-0.071,0
"Rumble",0.5186,305195,158274,0.5178,297909,154257,0,-0.081,-0.076,0
"Swain",0.531,142062,75435,0.531,146379,77727,0,-0.0919,-0.0847,0
"Sylas",0.4838,1524966,737779,0.4853,1584298,768860,0,-0.0466,-0.0437,0
"Syndra",0.5042,1008314,508392,0.504,1218536,614142,0,-0.0651,-0.0622,0
"Taliyah",0.4965,57601,28599,0.4998,55256,27617,0,-0.0651,-0.0533,0
"Vel'Koz",0.528,493895,260777,0.5281,523486,276453,0,-0.0899,-0.086,0
"Viktor",0.5055,381820,193010,0.5049,406818,205402,0,-0.0665,-0.0622,0
"Vladimir",0.5003,956527,478550,0.5014,967846,485278,0,-0.0622,-0.0593,0
"Yasuo",0.4996,2748518,1373160,0.502,2715251,1363056,0,-0.0627,-0.0598,0
"Zed",0.4966,1988508,987493,0.499,2082412,1039124,0,-0.0606,-0.0577,0
"Ziggs",0.5066,388678,196904,0.5061,413387,209215,0,-0.0664,-0.0621,0
"Zilean",0.5333,118090,62977,0.5304,128287,68043,0,-0.0926,-0.0849,0
"Zoe",0.477,664698,317061,0.476,713929,339830,0,-0.0369,-0.0336,0
