"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Morgana",0.5166,198280,102431,0.5294,235363,124601,0,-0.0162,-0.01,0
"Aatrox",0.4905,124714,61172,0.4991,110033,54917,0,0.0255,0.0339,0
"Ahri",0.5127,1347147,690682,0.5103,1423288,726304,0,0.0153,0.0211,0
"Akali",0.4354,643018,279970,0.4333,669671,290168,0,0.0949,0.1005,0
"Annie",0.5073,391896,198809,0.5034,430140,216532,0,0.0224,0.0281,0
"Aurelion Sol",0.5088,110186,56063,0.5039,116285,58596,0,0.0201,0.0282,0
"Azir",0.4592,281217,129135,0.4591,315968,145061,0,0.0675,0.0732,0
"Brand",0.4959,197301,97842,0.4956,226135,112073,0,0.0308,0.0366,0
"Camille",0.5155,57295,29536,0.5057,52314,26455,0,0.0161,0.0282,0
"Cassiopeia",0.5085,664956,338130,0.5099,683011,348267,0,0.0165,0.0222,0
"Cho'Gath",0.5096,161949,82529,0.5067,167883,85066,0,0.0201,0.0268,0
"Corki",0.4719,104381,49257,0.4684,111023,52003,0,0.0587,0.067,0
"Diana",0.5286,1742468,921069,0.5245,1722512,903458,0.0026,0.0015,0.0072,0
"Ekko",0.5167,1012830,523329,0.5159,1157204,597002,0,0.0098,0.0155,0
"Fizz",0.5226,1506152,787115,0.52,1641319,853486,0,0.0068,0.0125,0
"Galio",0.4956,371584,184157,0.4922,383289,188655,0,0.0333,0.0391,0
"Gangplank",0.4703,58947,27723,0.47,56197,26413,0,0.0548,0.0665,0
"Heimerdinger",0.5112,213940,109366,0.5115,226938,116079,0,0.0145,0.0203,0
"Irelia",0.4536,732351,332194,0.4528,814944,369007,0,0.0738,0.0795,0
"Jayce",0.4986,103858,51784,0.4905,113577,55710,0,0.033,0.0412,0
"Karma",0.4946,64684,31993,0.492,68512,33708,0,0.0325,0.0431,0
"Karthus",0.4785,49739,23800,0.4794,52315,25080,0,0.0437,0.0559,0
"Kassadin",0.5008,891992,446710,0.4977,915340,455565,0,0.0294,0.0351,0
"Katarina",0.5077,1571471,797836,0.5073,1630358,827081,0,0.019,0.0247,0
"Kayle",0.5119,67520,34563,0.5109,73174,37385,0,0.0094,0.0197,0
"Kennen",0.5158,55175,28459,0.5094,63566,32381,0,0.0135,0.0245,0
"Kled",0.5582,59371,33141,0.5491,56901,31244,0,-0.0235,-0.012,0
"LeBlanc",0.4797,1272921,610620,0.4754,1195227,568211,0,0.0511,0.0568,0
"Lucian",0.4659,355653,165699,0.4641,352720,163697,0,0.063,0.0687,0
"Lux",0.5142,1079906,555288,0.5138,1289576,662584,0,0.0132,0.0189,0
"Malphite",0.5181,290315,150412,0.5152,300851,154998,0,0.0114,0.0171,0
"Malzahar",0.5155,687454,354383,0.5179,707342,366332,0,0.009,0.0147,0
"Mordekaiser",0.5264,276958,145791,0.5256,284201,149376,0.0079,0.001,0.0067,0.0063
"Nocturne",0.5373,280046,150469,0.5332,371347,198002,0.0146,-0.0064,-7e-04,0.0038
"Orianna",0.4855,685523,332821,0.4834,686680,331941,0,0.0437,0.0494,0
"Pantheon",0.493,559992,276076,0.4874,662623,322962,0,0.0393,0.045,0
"Pyke",0.5218,215767,112587,0.5183,197337,102280,0,0.0086,0.0149,0
"Qiyana",0.4638,514743,238738,0.4621,431982,199619,0,0.0643,0.0699,0
"Quinn",0.5167,39404,20360,0.5088,36017,18325,0,0.0153,0.0298,0
"Renekton",0.5158,175455,90500,0.5138,182979,94015,0,0.0121,0.0185,0
"Riven",0.4855,63276,30720,0.4859,61192,29733,0,0.0384,0.0495,0
"Rumble",0.5164,333479,172209,0.5186,305195,158274,0,0.0067,0.0124,0
"Swain",0.528,138104,72919,0.531,142062,75435,0.3909,-0.0053,0.0021,0.3396
"Sylas",0.4875,1582751,771591,0.4838,1524966,737779,0,0.0417,0.0474,0
"Syndra",0.4998,847663,423662,0.5042,1008314,508392,0,0.0223,0.028,0
"Taliyah",0.5016,66126,33169,0.4965,57601,28599,0,0.0287,0.0402,0
"Talon",0.4942,1084968,536191,0.4963,1151800,571638,0,0.0294,0.0351,0
"Vel'Koz",0.5306,436936,231838,0.528,493895,260777,0.1928,-0.001,0.0047,0.2634
"Viktor",0.507,400031,202816,0.5055,381820,193010,0,0.0203,0.026,0
"Vladimir",0.4972,947350,471022,0.5003,956527,478550,0,0.0275,0.0332,0
"Yasuo",0.4976,2705490,1346252,0.4996,2748518,1373160,0,0.0281,0.0339,0
"Zed",0.4991,1909520,953041,0.4966,1988508,987493,0,0.0306,0.0363,0
"Ziggs",0.5062,378610,191652,0.5066,388678,196904,0,0.0203,0.026,0
"Zilean",0.5352,114790,61436,0.5333,118090,62977,0.0745,-0.0077,4e-04,0.0285
"Zoe",0.4796,751396,360370,0.477,664698,317061,0,0.0505,0.0562,0
