"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Fiddlesticks",0.5139,906746,465977,0.5093,854650,435273,0,0.003,0.006,0
"Amumu",0.5232,873615,457075,0.5206,804296,418716,0,-0.0127,-0.0096,0
"Cho'Gath",0.4785,51629,24704,0.4827,51930,25067,0,0.0203,0.0325,0
"Diana",0.4734,119304,56479,0.4667,107630,50231,0,0.0375,0.0459,0
"Dr. Mundo",0.5135,171175,87898,0.5115,165964,84891,0.4302,-0.0048,0.002,0.1004
"Ekko",0.5066,1503649,761749,0.5072,1630859,827172,0.0113,4e-04,0.0034,0.0017
"Elise",0.4999,670708,335287,0.498,633349,315408,0,0.0102,0.0137,0
"Evelynn",0.4893,769912,376718,0.4888,708628,346377,0,0.0185,0.0218,0
"Gragas",0.4468,296954,132679,0.445,258030,114823,0,0.0613,0.0668,0
"Graves",0.5031,1360244,684339,0.5046,1450964,732156,0,0.0032,0.0062,0
"Hecarim",0.5046,791243,399261,0.5022,629466,316118,0,0.0054,0.0089,0
"Ivern",0.5043,163066,82234,0.5001,148579,74304,0,0.005,0.0121,0
"Jarvan IV",0.4974,739702,367928,0.4923,681428,335467,0,0.0152,0.0186,0
"Jax",0.4909,772109,379028,0.4901,726856,356232,0,0.0175,0.0208,0
"Karthus",0.4805,194832,93617,0.4778,203236,97106,0,0.0282,0.0343,0
"Kayn",0.5129,2302060,1180727,0.5084,2464162,1252780,0.1394,-4e-04,0.0026,0.1517
"Kha'Zix",0.4879,703372,343175,0.488,700791,341986,0,0.0199,0.0232,0
"Kindred",0.4875,317703,154880,0.483,321301,155188,0,0.0242,0.0291,0
"Lee Sin",0.4762,2558514,1218364,0.4724,2495263,1178762,0,0.0353,0.0383,0
"Malphite",0.4656,146893,68393,0.4644,135866,63096,0,0.0409,0.0484,0
"Master Yi",0.5142,1668153,857764,0.5093,1592777,811201,0.472,-0.002,9e-04,0.9999
"Nidalee",0.4686,496922,232858,0.4673,564623,263848,0,0.0396,0.0432,0
"Olaf",0.4967,765541,380244,0.4873,704180,343147,0,0.0204,0.0237,0
"Pantheon",0.4471,120757,53990,0.4469,112343,50206,0,0.0578,0.066,0
"Poppy",0.5038,132166,66585,0.505,112416,56770,0.0134,0.0011,0.0093,0.0067
"Rammus",0.523,586117,306539,0.5226,567330,296487,0,-0.0161,-0.0124,0
"Rek'Sai",0.4899,387758,189963,0.4877,348310,169871,0,0.0194,0.0241,0
"Rengar",0.4774,389339,185870,0.4735,365825,173218,0,0.0341,0.0386,0
"Sejuani",0.4921,326417,160630,0.4884,306885,149883,0,0.0183,0.0233,0
"Sett",0.5029,334459,168199,0.5016,397739,199506,0,0.0055,0.0098,0
"Shaco",0.5061,712460,360576,0.504,750874,378440,0,0.0036,0.0068,0
"Shyvana",0.5205,712462,370836,0.52,680163,353685,0,-0.0123,-0.0089,0
"Skarner",0.4974,81882,40728,0.4966,84079,41754,0,0.0075,0.0171,0
"Sylas",0.4682,432430,202464,0.4647,447096,207766,0,0.0422,0.0463,0
"Taliyah",0.4689,61872,29012,0.4651,72944,33926,0,0.041,0.0512,0
"Tryndamere",0.4525,80243,36310,0.453,74788,33879,0,0.0501,0.0602,0
"Twitch",0.4659,145350,67719,0.4626,162685,75258,0,0.0441,0.051,0
"Udyr",0.5146,301895,155355,0.5104,280244,143037,0.4599,-0.0036,0.0016,0.3112
"Warwick",0.5159,1273178,656833,0.5149,1206722,621341,0,-0.0067,-0.0037,0
"Wukong",0.5146,515270,265158,0.5109,508587,259837,0.1339,-0.0034,5e-04,0.0707
"Xin Zhao",0.494,489035,241583,0.4908,446011,218902,0,0.0164,0.0205,0
"Zac",0.5171,992781,513367,0.5152,943653,486170,0,-0.0076,-0.0047,0
