"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Fiddlesticks",0.4736,1413403,669388,0.5046,835994,421843,0,-0.0326,-0.0296,0
"Amumu",0.5293,1274256,674464,0.5292,1305008,690610,0,-0.0259,-0.0229,0
"Camille",0.4376,46792,20476,0.4347,49038,21317,0,0.0629,0.0754,0
"Cho'Gath",0.4872,76994,37511,0.4844,85325,41331,0,0.0168,0.0263,0
"Diana",0.4814,251744,121190,0.4795,249470,119621,0,0.0227,0.0282,0
"Dr. Mundo",0.5167,198488,102559,0.5243,233273,122305,0,-0.0219,-0.0162,0
"Ekko",0.5105,1883914,961738,0.5083,1840475,935513,0,-0.0049,-0.0019,0
"Elise",0.5005,1167259,584213,0.4957,1043101,517065,0,0.0076,0.0106,0
"Gragas",0.4526,531682,240639,0.4502,514199,231492,0,0.0527,0.0565,0
"Graves",0.5094,1238264,630772,0.5115,1773705,907250,0,-0.008,-0.005,0
"Hecarim",0.5004,665308,332920,0.4959,639795,317274,0,0.0067,0.0101,0
"Jarvan IV",0.5036,1572027,791673,0.5001,1500268,750284,0,0.003,0.006,0
"Jax",0.4967,1206674,599355,0.4945,1207097,596909,0,0.0084,0.0115,0
"Karthus",0.4867,419218,204033,0.4886,451094,220405,0,0.0143,0.0184,0
"Kayn",0.4847,1342958,650932,0.4831,1450929,700944,0,0.02,0.023,0
"Kha'Zix",0.4925,1142320,562593,0.4912,1177871,578570,0,0.0122,0.0153,0
"Kindred",0.487,366724,178595,0.4869,405323,197352,0,0.0153,0.0197,0
"Lee Sin",0.4781,3367642,1610070,0.4774,3349616,1599107,0,0.0259,0.029,0
"Malphite",0.4707,248246,116849,0.4715,244439,115253,0,0.0304,0.036,0
"Nidalee",0.4632,426400,197508,0.4647,383760,178333,0,0.0373,0.0417,0
"Nunu",0.516,568887,293546,0.5179,623802,323067,0,-0.0147,-0.0112,0
"Olaf",0.5009,1104870,553429,0.4988,1033228,515374,0,0.0042,0.0072,0
"Pantheon",0.4513,242681,109522,0.4473,228950,102409,0,0.0558,0.0616,0
"Poppy",0.5083,147252,74848,0.5069,144919,73459,0.2402,-0.0058,0.0015,0.1065
"Qiyana",0.3816,38941,14860,0.3809,39992,15233,0,0.115,0.1287,0
"Rammus",0.5189,854816,443564,0.518,819229,424361,0,-0.0148,-0.0117,0
"Rek'Sai",0.4906,507396,248928,0.4875,458197,223371,0,0.0151,0.0192,0
"Rengar",0.473,589663,278911,0.4747,591755,280906,0,0.028,0.0316,0
"Sejuani",0.4974,658233,327405,0.4954,656521,325241,0,0.0072,0.0106,0
"Shaco",0.5079,1075628,546311,0.5063,1089351,551538,0.0162,-0.0034,-3e-04,0.0194
"Shyvana",0.524,917767,480910,0.521,998084,520002,0,-0.0183,-0.0153,0
"Skarner",0.4988,109993,54865,0.4945,108377,53592,0.0012,0.0027,0.0111,0
"Sylas",0.4726,324160,153198,0.4665,589709,275099,0,0.0368,0.0404,0
"Taliyah",0.4766,89887,42840,0.4706,82696,38917,0,0.0277,0.0373,0
"Trundle",0.5267,840394,442636,0.5246,1052140,551953,0,-0.0214,-0.0183,0
"Tryndamere",0.4551,119157,54228,0.4588,126865,58206,0,0.0432,0.051,0
"Twitch",0.4575,183533,83966,0.4544,169869,77188,0,0.0468,0.0535,0
"Udyr",0.5053,367444,185669,0.5027,359268,180604,0.2669,-0.001,0.0036,0.0567
"Vi",0.511,947007,483921,0.5102,965234,492462,0,-0.0072,-0.0041,0
"Volibear",0.5309,554722,294502,0.525,562567,295348,0,-0.0224,-0.0187,0
"Warwick",0.5251,1919197,1007770,0.5232,1953768,1022211,0,-0.0205,-0.0175,0
"Zac",0.5179,1630736,844558,0.518,1608179,833037,0,-0.015,-0.0119,0
