"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Volibear",0.5353,1091585,584325,0.5435,1456670,791700,0,-0.0099,-0.0073,0
"Amumu",0.5232,873615,457075,0.5206,804296,418716,0,0.0214,0.0245,0
"Cho'Gath",0.4785,51629,24704,0.4827,51930,25067,0,0.0579,0.0701,0
"Diana",0.4734,119304,56479,0.4667,107630,50231,0,0.0718,0.0802,0
"Dr. Mundo",0.5135,171175,87898,0.5115,165964,84891,0,0.0287,0.0354,0
"Ekko",0.5066,1503649,761749,0.5072,1630859,827172,0,0.0351,0.0374,0
"Elise",0.4999,670708,335287,0.498,633349,315408,0,0.0439,0.0474,0
"Evelynn",0.4893,769912,376718,0.4888,708628,346377,0,0.0535,0.0567,0
"Gragas",0.4468,296954,132679,0.445,258030,114823,0,0.0958,0.1012,0
"Graves",0.5031,1360244,684339,0.5046,1450964,732156,0,0.0378,0.0401,0
"Hecarim",0.5046,791243,399261,0.5022,629466,316118,0,0.0389,0.0424,0
"Ivern",0.5043,163066,82234,0.5001,148579,74304,0,0.0391,0.0463,0
"Jarvan IV",0.4974,739702,367928,0.4923,681428,335467,0,0.0496,0.053,0
"Jax",0.4909,772109,379028,0.4901,726856,356232,0,0.0518,0.0551,0
"Karthus",0.4805,194832,93617,0.4778,203236,97106,0,0.063,0.0691,0
"Kayn",0.5129,2302060,1180727,0.5084,2464162,1252780,0,0.0337,0.036,0
"Kha'Zix",0.4879,703372,343175,0.488,700791,341986,0,0.0535,0.0568,0
"Kindred",0.4875,317703,154880,0.483,321301,155188,0,0.0579,0.0628,0
"Lee Sin",0.4762,2558514,1218364,0.4724,2495263,1178762,0,0.0695,0.0718,0
"Malphite",0.4656,146893,68393,0.4644,135866,63096,0,0.0764,0.0839,0
"Master Yi",0.5142,1668153,857764,0.5093,1592777,811201,0,0.0334,0.0357,0
"Nidalee",0.4686,496922,232858,0.4673,564623,263848,0,0.0743,0.078,0
"Olaf",0.4967,765541,380244,0.4873,704180,343147,0,0.0549,0.0582,0
"Pantheon",0.4471,120757,53990,0.4469,112343,50206,0,0.093,0.1012,0
"Poppy",0.5038,132166,66585,0.505,112416,56770,0,0.0353,0.0435,0
"Rammus",0.523,586117,306539,0.5226,567330,296487,0,0.0181,0.0217,0
"Rek'Sai",0.4899,387758,189963,0.4877,348310,169871,0,0.0537,0.0584,0
"Rengar",0.4774,389339,185870,0.4735,365825,173218,0,0.0673,0.0719,0
"Sejuani",0.4921,326417,160630,0.4884,306885,149883,0,0.0545,0.0595,0
"Sett",0.5029,334459,168199,0.5016,397739,199506,0,0.0404,0.0448,0
"Shaco",0.5061,712460,360576,0.504,750874,378440,0,0.0378,0.041,0
"Shyvana",0.5205,712462,370836,0.52,680163,353685,0,0.0219,0.0252,0
"Skarner",0.4974,81882,40728,0.4966,84079,41754,0,0.0431,0.0526,0
"Sylas",0.4682,432430,202464,0.4647,447096,207766,0,0.0756,0.0797,0
"Taliyah",0.4689,61872,29012,0.4651,72944,33926,0,0.0746,0.0849,0
"Tryndamere",0.4525,80243,36310,0.453,74788,33879,0,0.0831,0.0932,0
"Twitch",0.4659,145350,67719,0.4626,162685,75258,0,0.0778,0.0847,0
"Udyr",0.5146,301895,155355,0.5104,280244,143037,0,0.03,0.0352,0
"Warwick",0.5159,1273178,656833,0.5149,1206722,621341,0,0.0276,0.0301,0
"Wukong",0.5146,515270,265158,0.5109,508587,259837,0,0.0303,0.0342,0
"Xin Zhao",0.494,489035,241583,0.4908,446011,218902,0,0.0499,0.0541,0
"Zac",0.5171,992781,513367,0.5152,943653,486170,0,0.0267,0.0296,0
