"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Bard",0.5192,681028,353590,0.5049,620471,313276,0,0.0128,0.0164,0
"Anivia",0.4483,42473,19041,0.4585,44907,20590,0,0.0406,0.0536,0
"Annie",0.4636,59727,27689,0.4711,66943,31537,0,0.0236,0.0343,0
"Brand",0.5216,916861,478235,0.5227,1045005,546224,0,-0.0199,-0.0164,0
"Braum",0.484,671830,325166,0.4851,709142,344005,0,0.0177,0.0213,0
"Fiddlesticks",0.4923,297369,146395,0.4897,350870,171821,0,0.0122,0.0168,0
"Galio",0.4769,134135,63969,0.4821,149408,72030,0,0.0188,0.026,0
"Ivern",0.434,7917,3436,0.4268,9437,4028,0,0.077,0.1053,0
"Janna",0.5247,654643,343491,0.5219,815474,425596,0,-0.0182,-0.0147,0
"Karma",0.497,568129,282360,0.498,669484,333403,0,0.0051,0.0086,0
"Leona",0.5086,2130608,1083627,0.509,2277133,1159061,0,-0.0069,-0.0034,0
"Lulu",0.511,890917,455259,0.5082,1039848,528451,0,-0.0055,-0.002,0
"Malphite",0.4917,373249,183527,0.4901,438733,215023,0,0.0123,0.0165,0
"Maokai",0.5266,153606,80889,0.5255,213312,112095,0,-0.0236,-0.0176,0
"Morgana",0.4902,1914586,938530,0.4867,2101492,1022796,0,0.0167,0.0202,0
"Nami",0.5351,1340349,717221,0.5309,1423575,755776,0,-0.0282,-0.0246,0
"Nautilus",0.5024,2179492,1094977,0.5029,2348031,1180825,7e-04,0.0013,0.0048,0.0051
"Poppy",0.4811,58493,28141,0.4828,69915,33755,0,0.0182,0.0286,0
"Pyke",0.4892,1752602,857373,0.488,1914110,934086,0,0.0166,0.0201,0
"Rakan",0.4928,670827,330584,0.487,690141,336099,0,0.0163,0.0198,0
"Senna",0.5084,2017159,1025524,0.5153,2577532,1328202,0,-0.0113,-0.0078,0
"Shaco",0.5234,236520,123795,0.5246,272157,142774,0,-0.022,-0.0167,0
"Shen",0.4843,141477,68517,0.4865,168455,81953,0,0.0161,0.0229,0
"Sion",0.4945,28864,14273,0.502,34225,17181,0.9635,-0.0077,0.0073,0.2964
"Swain",0.5199,638026,331710,0.5206,692842,360694,0,-0.0176,-0.014,0
"Tahm Kench",0.4449,139518,62072,0.4514,188494,85086,0,0.0503,0.0566,0
"Taliyah",0.4961,18593,9224,0.5021,17761,8918,0.9492,-0.0107,0.0101,0.4636
"Taric",0.5277,400300,211238,0.5266,492838,259528,0,-0.0241,-0.0202,0
"Thresh",0.4908,2735012,1342344,0.4864,2970969,1445079,0,0.0157,0.0192,0
"Veigar",0.4775,230246,109942,0.4803,251543,120816,0,0.0223,0.0279,0
"Vel'Koz",0.5074,428587,217465,0.511,480541,245556,0,-0.0082,-0.0042,0
"Volibear",0.498,63210,31479,0.4972,95150,47309,0.0056,0.0019,0.0109,0
"Xerath",0.5007,404193,202379,0.5006,458765,229658,0,0.0024,0.0065,0
"Yuumi",0.4881,1263070,616504,0.4903,1704854,835890,0,0.0131,0.0166,0
"Ziggs",0.4898,45724,22396,0.493,52045,25658,5e-04,0.0047,0.0168,0
"Zilean",0.5196,420549,218517,0.5205,503843,262250,0,-0.0175,-0.0136,0
"Zyra",0.5153,636076,327770,0.5154,697957,359727,0,-0.0123,-0.0088,0
