"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Galio",0.481,166632,80150,0.5097,271319,138291,0,-0.0319,-0.0251,0
"Alistar",0.5039,765491,385731,0.5045,815048,411192,1e-04,0.0028,0.0081,0
"Annie",0.467,71799,33530,0.4646,70988,32981,0,0.04,0.0504,0
"Bard",0.5113,642562,328542,0.5135,697613,358224,0.0041,-0.0066,-0.0012,8e-04
"Blitzcrank",0.5149,2260014,1163681,0.5162,2265937,1169677,0,-0.0084,-0.0031,0
"Brand",0.5232,1147268,600251,0.524,1159614,607638,0,-0.0183,-0.013,0
"Braum",0.4833,791699,382628,0.484,846586,409748,0,0.0222,0.0275,0
"Janna",0.5219,838610,437671,0.5226,862158,450564,0,-0.0154,-0.0101,0
"Karma",0.4968,760254,377694,0.4947,776676,384222,0,0.0125,0.0178,0
"Leona",0.5087,2478764,1260947,0.5087,2590551,1317813,0.2521,-0.0011,0.0042,0.322
"Lulu",0.5073,1200541,609034,0.506,1320609,668228,0,0.0032,0.0085,4e-04
"Lux",0.4952,2325293,1151485,0.4939,2384583,1177746,0,0.0136,0.0189,0
"Malphite",0.4921,499001,245558,0.4916,515816,253575,0,0.0159,0.0212,0
"Maokai",0.5267,273761,144190,0.5259,334229,175771,0,-0.0183,-0.013,0
"Nami",0.5323,1531746,815348,0.5328,1591017,847694,0,-0.0245,-0.0192,0
"Nautilus",0.5018,2432434,1220595,0.5016,2493536,1250758,0,0.0055,0.0108,0
"Neeko",0.4898,185305,90762,0.4896,174999,85680,0,0.0161,0.0227,0
"Pantheon",0.4824,97111,46846,0.4849,92839,45018,0,0.0202,0.0293,0
"Poppy",0.4809,72675,34949,0.4797,71570,34332,0,0.0248,0.0351,0
"Pyke",0.4875,1935399,943507,0.4902,1962830,962179,0,0.0183,0.0236,0
"Rakan",0.4832,731664,353540,0.4825,747886,360855,0,0.0241,0.0294,0
"Sett",0.5006,246157,123226,0.4975,391535,194789,0,0.0097,0.015,0
"Shen",0.489,184700,90318,0.4872,182966,89141,0,0.0193,0.0258,0
"Sion",0.5015,38501,19308,0.5059,41205,20846,0.0959,-0.001,0.0126,0.1517
"Sona",0.523,768876,402122,0.5227,762582,398602,0,-0.0144,-0.0091,0
"Swain",0.523,709125,370872,0.5229,743423,388736,0,-0.0158,-0.0105,0
"Tahm Kench",0.4494,191477,86050,0.4478,191781,85880,0,0.0589,0.0652,0
"Taliyah",0.5092,16838,8574,0.5054,14818,7489,0.4029,-0.0065,0.0162,0.3079
"Taric",0.5282,543882,287278,0.526,627480,330054,0,-0.0188,-0.0135,0
"Thresh",0.4868,3156245,1536460,0.4869,3315745,1614436,0,0.019,0.0243,0
"Vel'Koz",0.5162,517499,267133,0.517,523639,270721,0,-0.0087,-0.0034,0
"Volibear",0.499,103468,51631,0.4979,102586,51078,0,0.0077,0.0164,0
"Yuumi",0.4902,1729966,848029,0.4892,1773629,867659,0,0.0174,0.0228,0
"Ziggs",0.495,52459,25967,0.4938,49786,24584,0,0.0101,0.0225,0
"Zilean",0.5195,552864,287213,0.5169,589435,304679,0,-0.0104,-0.0051,0
"Zyra",0.5176,754240,390395,0.5174,807672,417889,0,-0.0089,-0.0035,0
