"champName","winRate.x","gamesPlayed.x","gamesWon.x","winRate.y","gamesPlayed.y","gamesWon.y","mcNemarP","lbound95","ubound95","chiP"
"Janna",0.5199,629767,327416,0.5215,619884,323270,0.0843,-0.0033,2e-04,0.0733
"Alistar",0.5045,547732,276331,0.5038,515806,259863,0,0.0157,0.0195,0
"Anivia",0.4485,29928,13423,0.4441,30591,13585,0,0.0689,0.0847,0
"Annie",0.4769,62570,29840,0.4812,59180,28477,0,0.0371,0.0485,0
"Bard",0.5101,674790,344210,0.5158,686663,354181,0,0.004,0.0075,0
"Blitzcrank",0.513,1563757,802207,0.5133,1578336,810160,0,0.0064,0.0099,0
"Braum",0.4849,517927,251143,0.4879,496044,242020,0,0.0317,0.0356,0
"Galio",0.5121,217317,111288,0.5097,216581,110391,0,0.0105,0.0165,0
"Karma",0.4957,700977,347474,0.4961,826343,409949,0,0.0237,0.0272,0
"Leona",0.509,1681892,856083,0.5071,1627771,825443,0,0.013,0.0165,0
"Lulu",0.5108,1356869,693089,0.5129,1463428,750592,0,0.0071,0.0107,0
"Malphite",0.4892,484743,237136,0.4868,494422,240685,0,0.0323,0.0362,0
"Maokai",0.5219,223722,116761,0.518,213759,110727,0.0175,6e-04,0.0066,0.0052
"Morgana",0.4921,1676869,825187,0.4912,1659396,815095,0,0.0289,0.0324,0
"Nami",0.5173,916725,474222,0.5175,883069,456988,0,0.0025,0.006,0
"Nautilus",0.5008,1706539,854635,0.5009,1712386,857734,0,0.0186,0.0221,0
"Neeko",0.4831,122806,59328,0.4842,122569,59348,0,0.0337,0.0416,0
"Pantheon",0.4867,82092,39954,0.4922,93075,45812,0,0.0255,0.0345,0
"Poppy",0.4795,59926,28735,0.4793,59278,28412,0,0.0365,0.0478,0
"Pyke",0.4877,1280361,624432,0.4894,1292960,632775,0,0.0304,0.0339,0
"Rakan",0.4866,499793,243199,0.4912,522440,256623,0,0.0283,0.0321,0
"Sett",0.483,375203,181223,0.4781,445344,212919,0,0.0408,0.0449,0
"Shaco",0.5237,155623,81500,0.5211,170852,89031,0.3868,-0.0019,0.0048,0.7691
"Shen",0.4884,130306,63641,0.4872,131935,64279,0,0.0297,0.0373,0
"Sion",0.4979,27634,13759,0.4969,27676,13752,0,0.0103,0.0269,0
"Sona",0.5205,527803,274721,0.5213,556440,290072,0.9848,-0.0018,0.0019,0.8274
"Soraka",0.5146,1055717,543272,0.5147,1075667,553646,0,0.0045,0.008,0
"Swain",0.5177,542409,280805,0.5161,542257,279859,0,0.0034,0.0071,0
"Tahm Kench",0.4493,101968,45814,0.4522,109357,49451,0,0.0651,0.0735,0
"Taliyah",0.5013,10136,5081,0.489,11081,5419,0,0.0233,0.0496,0
"Taric",0.521,358262,186655,0.5244,351097,184115,0.0203,-0.0051,-4e-04,0.006
"Thresh",0.4867,2321904,1130071,0.4863,2381803,1158271,0,0.0333,0.0368,0
"Veigar",0.4814,173375,83463,0.4817,172733,83205,0,0.0362,0.0428,0
"Vel'Koz",0.5137,378202,194282,0.51,385722,196718,0,0.0089,0.0134,0
"Xerath",0.5031,395195,198823,0.5038,391541,197258,0,0.0142,0.0186,0
"Yuumi",0.5007,1887977,945310,0.5024,2082229,1046112,0,0.018,0.0215,0
"Ziggs",0.4855,34802,16896,0.4843,36101,17484,0,0.0296,0.0442,0
"Zilean",0.5156,396617,204496,0.5175,405033,209605,9e-04,0.0015,0.0058,1e-04
"Zyra",0.5179,629377,325954,0.5157,638360,329202,0,0.0038,0.0074,0
